,shares
19490,1500
2434,5200
6319,825
909,1900
17858,1100
18061,2200
12447,905
19586,1500
16429,1500
14656,1400
3262,2200
15339,1500
546,1000
14189,1600
9414,1100
7660,754
7865,2000
16093,766
8278,773
1786,2200
14523,569
5685,4000
11739,2800
17656,8400
16740,974
1720,750
17765,2100
4698,779
1869,372
10548,820
5432,836
12225,865
8172,2100
5422,48800
9951,819
11899,26400
5195,25500
10355,1900
7914,1400
7885,3800
5451,432
3252,3000
8627,788
13599,3400
16020,1300
12771,779
4399,1400
9826,887
14170,600
17396,1400
15062,708
8725,6000
10775,713
18975,943
8552,2400
5399,759
4070,14400
4176,1100
9380,1200
1670,9800
2238,4100
5882,531
2677,1200
12534,2400
13764,420
14491,1100
5753,850
5963,846
3094,2200
10402,865
1272,1300
18682,770
19792,1300
16073,783
10110,486
14467,6700
6232,2500
5227,1900
14429,2200
15091,5100
5702,1100
6122,1400
9983,2100
9173,1000
1604,716
3967,1800
6640,4900
15332,1600
16600,614
14247,1500
6195,13500
1411,693
6519,735
109,848
6959,2900
2991,889
18184,701
6038,581
15462,1400
11752,2100
9626,1600
15892,651
4314,13900
19798,1500
5036,579
18744,7100
10824,2800
4197,1100
14663,983
15782,32700
1104,2600
4645,21900
14547,4800
7495,1300
4666,763
17409,527
13633,2500
6408,574
10231,1700
9682,16300
9996,1900
740,2900
12470,1000
1785,5400
12467,996
8855,1100
11810,762
14068,1500
7016,605
19255,2200
17638,1300
11030,880
2978,939
15584,1400
1738,2700
16826,2100
16125,6600
4536,1600
7306,941
653,5500
14255,1300
19183,1300
167,845
1927,974
7541,2800
4491,5200
15337,1700
5096,1500
16337,1400
6464,3600
9238,1700
360,597
8387,2700
1284,395
12347,2300
7755,4400
5165,1600
9528,1400
115,3100
16201,3400
6493,23600
12415,1800
15110,1200
12907,1700
2193,426
12406,692
18175,2200
6154,2400
1336,162
10789,3400
14347,1200
15870,3500
7194,966
6152,1000
9997,2400
128,1500
10849,4000
5793,5200
13717,840
7440,1800
17999,2300
16819,2100
1124,932
701,1300
12317,473
18096,552
85,2100
213,2900
3424,2500
10403,1500
8135,888
11795,835
7034,9500
15314,724
12489,5100
4346,1700
1433,1400
3026,2000
13722,10200
11397,652
14632,1800
12910,2200
9430,1200
8867,2000
7219,30200
18053,1300
6919,6500
8152,19000
10074,1500
8815,7100
4056,7000
13719,3300
6147,2800
1196,1100
13704,832
13979,605
10456,2500
5064,2000
1461,1100
3062,2000
16940,12300
13239,683
14430,687
18558,2200
1453,819
11091,1100
11543,587
14965,859
17241,1500
3178,5300
11291,1300
9339,1100
3383,1700
18080,1000
4157,609
6770,1200
5272,1900
6326,638
7479,7000
14110,1700
1322,1400
7215,1700
12019,1600
5268,1100
19445,1900
17582,5500
19332,600
1410,1300
9773,1800
5445,1100
18403,922
13899,422
7598,4900
5938,3200
17960,3000
16621,779
1426,12900
7200,1200
12623,14800
2448,2100
18182,2800
16658,1400
8801,3900
9037,1200
10726,587
8367,1200
17883,1200
1821,1500
7460,1900
3137,11200
4792,1300
2865,3000
15629,1500
4106,2000
16095,1800
17712,1400
13518,1100
12270,500
14676,3000
3533,674
14799,218
14473,6500
16087,1700
8497,3300
2905,1900
6101,2000
7905,21400
17894,1300
700,9400
8657,5400
125,529
7548,1700
261,4700
3068,1200
7424,3200
16221,1500
8195,13900
12329,2000
18751,1000
12230,5100
225,48100
12476,3300
9974,781
7595,915
7278,2800
6124,676
17819,1300
7226,2800
14017,1000
12,1200
1420,5300
9015,1100
17620,1000
12294,10400
3811,3200
18271,618
15000,2400
16843,646
16779,1200
15360,1000
15952,2300
4089,817
4296,2400
12152,728
477,16600
1800,3000
19611,796
17344,1400
12752,501
15980,1200
384,900
2561,2800
8202,1900
11531,3700
10172,976
11973,1100
11051,2100
14257,5700
2351,3600
13843,1400
6354,750
11430,1100
4288,683
2312,701
12053,783
13199,1500
19067,1400
15857,7900
6745,11700
6544,6200
13044,1500
2358,833
3694,913
14742,1500
11681,859
17416,821
7078,626
4037,958
17983,2600
7203,3500
17676,2200
16309,6500
3771,2200
18012,820
6399,657
8108,924
17462,736
9841,1700
16880,1400
14314,3000
7107,1200
19171,1200
7096,2500
11918,527
1533,8700
18380,1100
1314,1100
12022,640
6282,933
16904,1800
1894,3700
15213,663
4563,1200
12664,3200
4426,1000
19767,788
9021,2500
11782,668
564,1800
8781,893
12779,458
17719,1300
9432,2900
16690,552
6252,1500
6281,803
1156,7500
2435,4800
15946,1800
8165,3300
3787,6000
1721,875
4797,1700
15900,2400
5031,1300
16768,2000
16832,3500
5570,649
16432,6100
4853,2100
16143,1700
17039,2700
18316,1000
19800,1600
4967,858
11912,1900
402,562
2637,1200
2387,2100
2151,35100
11336,407
14925,611
18624,1600
11241,610
4966,645
1079,139
5768,1100
13219,2900
4175,673
14601,1400
16656,2000
18852,1300
13814,1000
7517,1400
15540,1500
12880,658
19164,680
12071,871
417,3300
12750,6200
3492,1500
4518,1200
16164,1800
16546,4600
9209,1700
8175,1400
1949,3100
4603,1600
9869,1600
4513,1100
5941,1100
18194,14700
11958,686
18702,591
17879,2000
6301,4600
5351,1100
7171,8700
2142,1900
1372,839
751,6800
18963,1800
16756,1000
3877,1000
11754,977
5571,31000
2657,961
12433,3600
8904,4300
8538,822
6181,1100
2249,7000
3475,8900
15818,1300
2903,1400
9057,2100
17003,665
1422,4100
17896,1600
13856,714
1080,1200
1109,2100
394,2100
7976,1400
14997,625
13102,1700
3199,17100
61,2700
4933,4300
7110,1100
711,2000
18832,554
15769,3100
1746,759
13412,1800
8513,3500
7543,913
16569,3900
13244,2100
13207,6500
17368,993
3414,1100
9043,1200
5861,1500
18755,580
16307,96100
7294,5700
13301,933
19370,1400
9750,4300
4099,5500
13614,10500
15004,7500
15452,1300
11458,1300
11087,1700
6457,1000
5931,1600
18810,988
18313,7900
4220,663
12728,1100
17700,1600
5182,806
12337,2100
4846,797
4402,948
1982,1300
15621,1000
4644,36600
14622,3700
10453,3300
19484,1500
750,1300
6740,1000
6937,1600
17872,1800
13779,831
3950,1100
17262,2400
7036,838
1158,656
6616,936
17099,932
55,1100
3859,1400
2783,1400
17029,1300
1585,2500
4158,1100
12354,1400
5995,1400
16120,775
11459,277
5478,3400
5037,623
5490,653
1057,3700
6110,3500
1446,3900
15602,1500
11480,786
659,1100
17730,14700
3403,2400
8102,7400
11549,49000
8856,6000
18109,789
15508,3300
2317,4900
9858,622
9397,808
11341,895
7740,1200
9859,33100
7843,953
13609,4500
900,2900
11719,897
111,995
5597,1300
13908,1300
9359,1200
582,7100
12978,574
19551,5800
10854,542
11980,2100
4773,5100
13568,784
9013,6100
14380,857
2304,1400
9197,1300
11254,1300
123,1000
10123,1400
9344,241
6478,548
8742,1000
16915,1100
3494,526
4093,644
17017,1900
14902,2000
6973,1700
13477,1400
9061,819
817,870
9522,3100
10125,902
8603,20900
2121,1100
14792,3400
18597,869
17148,1900
8480,1200
12482,1800
16262,861
5482,1400
620,1300
7607,6200
9837,1200
16138,914
13670,1300
623,946
17468,3900
4182,8400
12516,12200
15552,1500
16118,1300
7423,888
14221,2200
14296,2900
10369,26900
13993,10300
9518,2100
14348,16500
4949,1400
5746,15600
7876,1000
9481,1700
5151,3300
8022,4000
10451,2300
14629,14800
6071,2300
13977,863
3050,1300
13905,1200
2346,1900
6481,1300
14725,1300
12922,4400
19424,539
12221,872
135,3500
14253,1000
2552,2000
18712,3400
2169,2600
16253,488
14250,1200
8290,6800
1790,879
3311,1300
18268,867
17548,8400
9155,4400
5319,1200
14472,1500
4390,6500
1407,1600
9210,3900
18471,1300
2805,547
17177,2000
18461,1400
9394,535
525,3700
9676,4100
15703,2000
12211,1500
1174,3800
8680,624
10001,524
9855,1400
11423,737
19579,1200
19073,3000
1058,942
9178,6000
15080,973
14361,3800
14685,790
14508,2600
18696,1400
10832,535
14233,833
15187,4600
9401,2900
16592,176
907,1200
17309,1400
15008,531
8117,4200
1151,804
945,3200
3720,1000
9779,1600
5017,1400
14949,882
11057,701
15643,4700
15388,2400
18420,740
9982,708
11332,888
9455,748
13252,3700
16641,1600
12776,817
2809,864
5524,3600
16022,13800
5225,622
12502,1700
9656,724
7458,2800
3049,1300
14875,830
17467,7500
17837,1100
12117,1100
12176,927
18381,3700
13395,701
11738,882
15869,18400
10057,4500
3617,1400
93,1100
114,605
3268,1800
6238,1800
3536,1900
15212,4200
18776,3900
18190,1500
14048,1000
82,3300
8390,1500
17208,2300
14416,3500
8103,1000
9654,490
3409,1900
2381,955
15239,732
14470,3400
18807,12500
898,554
9276,8800
9045,938
17884,707
11035,955
7160,11200
11962,838
7655,846
18920,672
14461,881
11886,10100
1473,2600
10252,1200
2334,972
16033,1200
12266,1600
2639,25000
524,635
13917,8600
19652,17700
16317,2700
7356,1100
14292,4900
9182,2700
3566,861
17919,943
7313,860
3233,717
13443,867
5359,12300
5618,928
3022,767
247,1400
852,731
7955,2900
12533,1500
19521,2100
18847,2900
5970,1400
12823,2700
15676,1900
12919,1200
17692,4400
4899,475
4339,3700
149,486
4121,781
8376,951
3528,1600
1719,2200
206,626
4925,668
15620,1400
18519,5200
18250,1100
15066,532
18113,853
2671,1200
6876,867
16249,883
16070,990
5458,1500
19590,1300
10534,832
11908,158
15707,1300
16409,1800
12058,1100
3043,519
11879,1600
3838,1300
7168,1500
3184,1600
698,2600
17547,41600
17226,1300
18185,1000
5125,939
3008,716
2231,1600
6895,857
16068,2100
10837,1200
12418,1400
5855,1200
11086,1100
5604,7200
514,793
12759,2600
14698,1000
1810,3100
528,733
7151,2100
2099,1600
19241,1300
16871,5500
13483,2100
7492,1700
595,1700
3290,891
9257,939
13263,924
5539,10600
1333,6600
18069,1700
18802,906
15166,991
6220,808
4250,1300
4702,526
17111,1600
17855,1700
36,2200
16993,540
18579,3200
13214,468
2987,1100
6132,1900
3917,1900
9825,2600
13667,1100
18541,2000
15279,1500
12288,1900
10975,1300
5927,2100
2555,4200
17701,1500
11888,1200
13822,2300
17969,1700
14353,1300
13597,2700
6731,5500
17459,990
12475,1400
8502,12900
15025,1200
8418,2500
17671,864
19784,469
7874,859
11982,1000
17766,1100
8043,2100
7978,2100
6262,2100
4410,36300
19331,2000
16889,1100
3304,935
11806,6900
2045,2600
436,17900
16901,691
7741,838
18543,1000
3638,885
17857,3400
7059,1200
15078,1600
13298,3000
15663,2600
16519,1300
5341,1000
2862,698
784,1200
7792,48700
17350,20700
8212,1100
10586,1600
3630,2300
6679,2300
1957,16100
10606,851
18514,80
12654,23200
182,2400
11139,2100
2226,2400
8189,485
17353,1500
11465,1200
18925,654
17239,716
950,1400
6661,2400
14835,600
6062,485
13023,2600
3881,1700
15021,4400
5159,1100
14171,1600
9766,733
10067,2400
178,2400
9089,7300
11306,2100
4396,785
17980,717
6704,1000
16126,1300
4762,1300
12567,1100
5681,957
9793,3200
10380,965
9598,2000
7338,1400
15590,2600
9840,5500
6453,10000
3181,5100
9511,1200
15188,713
12254,1000
1024,1100
1517,18200
15742,2200
18022,1300
15592,57600
13189,1300
2704,5700
6746,1700
5139,2700
6139,3800
9102,964
15403,1800
11424,1800
7714,1200
3416,2300
371,17900
7270,5000
8258,1600
9278,3600
9183,19300
13135,1800
15734,1300
10204,17200
8506,812
14555,3400
2806,8800
16198,16600
2480,1300
12345,635
19063,14000
1486,1100
1975,2200
19440,1500
10722,2400
351,2300
5655,3600
974,938
10612,6800
13491,780
10104,426
2695,8500
19181,1100
4884,791
13558,3100
8528,4200
13173,2100
13825,1200
16579,17600
14028,1500
13582,1100
17440,1600
11826,1700
12886,1200
13535,1200
16894,1500
15580,868
17331,2000
17995,22100
5744,670
17461,1600
2523,4900
14458,944
13222,927
6624,959
285,3900
15635,1100
11897,15000
4558,859
17984,5600
9218,2400
13845,671
7295,3200
12095,440
3885,7400
7264,458
1828,1600
5006,3200
19418,890
2439,2600
11133,1200
15146,1200
17359,11500
3210,2200
14903,1300
7351,1200
15319,1200
18401,734
13517,589
11813,2200
12243,656
19190,612
12018,1100
9195,645
1914,1900
8573,1300
2023,1300
16752,1800
2124,780
13943,5800
9999,1000
48,1000
7564,1700
8351,817
17703,1800
14234,1400
1544,10800
4194,1900
9817,900
3220,1100
3883,6000
935,6400
11878,968
1619,984
13269,3200
13118,718
3637,5900
976,330
10947,1600
1277,1300
18725,2700
16975,1300
14758,900
18085,1100
5877,803
1859,951
4697,981
2410,2700
470,5700
1311,746
8665,744
13459,917
11392,1100
305,3200
10901,4700
15318,1900
8153,779
18647,1500
5755,1000
5499,1300
13404,7800
18757,500
2167,1500
17284,11300
17080,1900
4565,1700
19685,33300
10728,2300
4528,1500
1337,981
3873,4400
968,1200
13907,38200
18525,3700
12327,658
15294,2000
2648,851
4592,1100
15682,2300
1364,1300
2001,2700
10463,11100
12335,3100
3116,8000
1480,808
11265,1300
11141,2300
10987,1000
19320,1300
12686,980
4461,1500
11271,1100
8158,3100
18924,1100
9558,2100
1962,1300
11642,550
9995,96500
18222,700
4437,9700
2406,2100
14277,1300
15978,39000
11839,44700
4910,1000
12349,2200
16280,1500
2766,3900
1743,1300
7279,832
12414,822
12803,5600
3021,9400
1134,1100
5517,1300
15537,2900
14156,1400
17539,1800
490,893
7332,2200
10628,1100
8216,1500
17903,1500
14391,2000
2522,45
13906,11900
192,1200
12007,5300
11706,1900
10882,993
4273,2900
4335,2700
10806,1400
19231,1500
12289,1200
14200,1200
9384,1500
7268,2600
19640,763
1232,640
5662,4400
6165,1400
6440,1600
2542,1100
7790,13500
16099,2700
14159,1100
16362,3500
19016,484
13153,698
4413,1800
1343,2000
329,3600
3545,1500
13595,78600
6144,1300
15932,895
13639,872
9424,5
1968,925
148,955
2610,581
4805,930
9438,4500
19758,5300
14020,1400
5532,1500
9662,1900
5738,606
17140,56500
10542,2800
13091,1100
13096,10100
3991,1300
3460,6800
2076,905
12440,5400
9880,1300
10574,3700
3762,518
5281,656
11553,674
16724,850
3581,12300
15902,2300
14069,1900
17705,1500
17228,1200
2184,904
9671,3300
293,5200
9315,1100
17,806
6778,828
1240,1300
7982,1400
12573,1600
17343,644
13705,478
4784,11800
3961,773
2418,2600
17575,642
9103,1300
1848,2000
16513,4600
8094,1400
16542,8100
19735,10700
13046,2200
2405,1100
13336,897
426,745
6988,2100
17304,1800
2228,941
7610,9400
10413,13300
1890,1100
10179,2200
2715,2100
16960,903
722,1000
12185,2400
15092,1600
16903,9100
19195,937
12319,654
18031,5000
2315,2800
15804,2200
248,2900
7391,15900
2641,2300
2907,1000
14466,1200
4548,720
4254,1200
17565,889
7337,890
6671,76
19277,2000
10650,2100
665,2300
15351,2700
10263,749
517,2000
17727,4700
18699,931
6670,10300
10088,550
1358,3600
3600,1700
4522,4500
1414,9800
12013,656
3841,1300
1247,1400
1011,1300
14849,999
11226,1900
520,2800
15085,1000
5206,1300
8355,1700
8377,3200
889,802
14311,2000
17083,8600
2913,1400
10026,1200
2873,1400
8700,4900
10801,9200
6031,2500
5925,3500
10599,1700
14944,892
11723,17900
8401,4200
17055,1100
2755,828
4440,2800
9866,723
10226,1500
15713,1100
10106,1100
13451,511
12658,667
13464,7200
8724,1100
2310,2200
3006,640
18040,1100
6540,833
2974,1200
5396,1200
882,960
18779,1400
1980,730
4694,1400
18921,936
8745,2900
13922,1600
19106,877
15142,2400
365,1600
9519,2300
16060,56500
6760,1100
7597,900
4851,777
7919,4900
16705,3200
681,2000
14570,1100
1672,1100
14513,3400
14790,2300
9168,404
13433,2000
14215,6900
10629,933
263,57200
18108,2100
17849,4100
10353,809
12102,7600
10177,2100
10444,758
5311,723
2883,1300
2283,961
4696,701
5322,1200
7477,971
6379,1000
16295,682
14077,2500
1022,1800
11644,980
16119,5300
15325,2700
723,1300
7341,5600
13369,5700
10755,2500
10474,9800
97,2000
3324,971
4500,661
13005,930
16502,4000
656,1500
17282,1100
11854,820
12471,1200
14924,1600
762,1900
6998,1700
17809,4500
12786,694
15725,1300
11160,5600
13134,1500
17549,2400
2123,1100
2795,578
15272,2300
18697,1400
18923,448
3307,2400
6583,1200
12413,1200
18736,1200
6936,741
14016,4700
6948,897
11684,1100
15920,645
6850,518
18276,24000
9839,6300
13894,657
2672,6500
1131,6100
18888,1300
2392,5000
4767,1400
11422,1100
17117,2500
9268,640
4007,1700
12260,233400
19608,6300
3979,2000
10856,3500
9154,714
7298,3200
1205,1600
2838,596
1296,1700
9567,983
13586,1100
9362,22500
18419,1100
19268,2700
280,643
16354,2500
1385,1400
16634,1700
14814,3700
14092,761
6292,1300
8325,1400
8369,2400
18426,5500
6375,778
4074,853
3508,902
9792,1100
11403,2700
14844,1400
3981,7100
1379,911
10923,2000
16917,4400
16860,1100
3433,1100
9229,5300
2844,16700
19742,1800
15807,859
2166,1300
19558,1300
8206,827
7860,1800
2246,1000
8010,53100
5910,438
18322,1400
3665,512
19194,2000
18516,755
18189,910
4832,3300
17542,2200
11730,10800
14116,3200
13671,579
14611,2900
15147,8300
5197,2800
323,1100
5852,1200
19574,748
7682,1700
2037,38400
5599,1500
3374,1300
16159,2500
15569,1000
19312,1600
9622,1300
11471,2700
6296,1400
14619,1100
2928,1200
5446,100300
6725,1800
1491,975
7781,957
12122,1000
5614,1300
4894,1800
18603,1100
10499,3500
2678,873
7813,10400
10622,1100
16000,1700
10523,1400
15265,469
2266,3500
14382,11500
2198,1200
8219,2500
15208,6100
16590,913
12908,1500
11180,3300
10018,1000
11364,1900
16384,2100
6016,1900
14072,1200
10754,823
2957,1100
4125,998
18343,800
2845,1800
6514,846
17188,4400
3106,17400
8911,496
13317,826
7583,921
14280,1500
6562,4900
6477,4700
19717,919
12109,5100
1007,1300
1977,1300
9663,566
5756,19800
17318,862
6735,1500
440,309
18942,9600
19247,560
6776,8600
6177,1300
13669,16800
6213,857
17890,5200
12942,483
14864,1600
99,623
16102,2300
9118,5700
17704,1100
10169,1200
6645,548
18172,3000
9447,553
11517,718
18648,1100
10344,754
6695,1800
10447,1100
7083,967
18334,5700
10929,1400
8737,1200
11957,1200
18584,1300
10601,2900
12381,2000
10885,1400
8371,2100
8559,4800
17616,785
10199,9900
3470,2100
19145,2100
13926,308
15689,2400
2595,7600
4593,877
10572,1100
15273,967
11398,904
1571,2900
13078,2400
13781,1700
10365,6100
13550,1300
18490,478
11236,2200
19282,2000
18629,1400
2833,949
12827,6300
937,1300
8854,11900
14084,1600
5340,1900
1360,8900
3198,2300
18775,324
3030,5700
17579,3500
14839,1800
2867,1400
7080,1100
1699,1000
5553,2500
16635,1300
18649,4600
11710,1000
15335,888
2411,1100
11068,9800
7025,914
6329,1100
15255,933
18885,1000
6632,5000
14130,1600
12452,1400
4707,3200
289,4500
16806,699
4363,1200
17679,1600
3815,924
12783,825
14199,1800
532,1100
4014,704
17763,2200
15750,3100
3543,3100
17633,925
4141,705
8228,1400
10996,4700
10307,902
1302,2500
11125,21500
3033,883
15545,1100
9108,958
19072,1500
16230,1700
6705,2200
14514,1400
18147,6700
15387,1200
18376,10900
11766,3200
7812,11300
14384,749
4161,882
4227,805
15036,1100
3219,787
11452,1300
5392,1200
3968,1100
13028,1200
19542,4400
1137,1100
2041,1700
10105,1200
2264,969
8628,4000
17977,2700
16212,1100
16835,1300
8344,1000
7887,72900
12218,512
19052,6200
2360,1600
11365,1000
2560,2200
921,2700
14710,970
16341,717
8363,836
9485,1000
6421,915
2493,466
12030,1300
10734,1600
2063,1900
3404,952
7836,4400
15437,1300
13815,1600
2078,1700
4292,439
16737,2200
18795,6300
14220,1800
15477,839
3905,12200
2652,1300
14419,824
17642,2100
3300,1400
19254,1200
8836,1100
10984,12100
12355,5000
19687,3400
11590,1700
17675,2000
7578,5600
10583,1200
13730,2000
19565,4000
12173,1900
5975,3700
7853,673
13382,22300
324,2300
4951,231
5656,4900
13032,1200
19692,1900
18028,5700
18231,5000
7913,1400
14796,3600
1086,847
13064,4400
6299,1200
4798,1100
5998,8000
3121,775
4193,2400
7127,676
17267,1000
8698,1400
409,2200
1707,1900
6569,752
7035,406
6115,906
5467,375
15942,1100
4139,1400
12640,3300
3643,2000
16875,3200
9972,5200
15664,1100
5475,917
16882,74300
14018,1200
11544,987
17794,1800
19695,844
4577,1200
8516,1500
15787,4400
2793,20700
7868,1100
18151,5500
12559,13300
16941,1500
3075,4800
2028,3500
14783,9800
9639,10400
4408,6400
8338,1900
16360,5000
2057,1100
15309,2600
17561,719
11625,3400
19011,783
14497,648
6987,5700
10205,1200
6201,3000
14448,1200
12724,1000
1549,1100
15522,2100
16197,447
3234,577
7687,1800
2601,636
18237,5100
16257,9300
6388,973
9239,1400
19124,1900
10580,1500
18233,1200
19155,2200
13631,1200
9560,890
15201,833
10354,549
19691,1500
8699,1500
5870,2800
17546,3100
13701,2000
5683,591
19639,1300
4230,1800
16015,1800
8527,10100
11378,1000
12456,1400
8688,4400
13991,2000
12517,1300
14241,1700
7651,966
9365,1100
3682,2300
8413,895
12798,3400
16220,2600
2136,1500
86,839
1930,618
16499,2300
3927,2500
505,1200
9740,1100
4316,2400
1876,998
2713,1300
18576,2000
14358,10900
11564,1500
13072,2000
9146,5800
9530,1400
2322,1100
1691,987
12052,1400
8720,2000
2273,1200
13537,1500
15284,2800
14702,1200
12246,1200
2056,1800
5747,1400
3007,1300
19093,870
10720,1400
2165,1500
17584,623
7210,1100
5782,832
16938,368
12629,2100
13877,5100
19228,1700
11285,2000
10802,1700
14009,1400
537,1900
1299,1600
5226,3100
15397,752
14027,2000
12396,1800
13909,2800
18232,1600
13562,916
3659,3500
19631,1000
15861,850
5827,3300
10963,741
3371,816
16156,444
1797,2800
4006,878
2459,2200
7326,2700
13332,1300
18534,13300
1667,2000
2250,2000
17200,1700
15184,645
5888,20800
8846,794
14757,3900
14268,451
9382,1400
2427,1900
3323,1300
17255,2500
19216,1000
8668,909
4003,7800
1974,894
6081,1300
5585,1600
12985,3700
19319,1500
7390,261
6522,915
4545,921
18611,1600
13853,1700
9957,918
14218,733
19774,923
19134,681
12953,2700
8333,13600
9356,1600
1511,1300
16676,1500
16324,12400
16706,1500
245,2600
4575,1600
19249,1100
15916,1500
11129,7700
13109,29900
239,1700
13304,1300
10021,854
2735,667
3315,1600
12914,888
3203,1200
18009,734
4075,669
3391,651
11524,3300
2374,5700
5440,1100
10025,1200
2585,7800
15474,2100
2469,759
16176,1800
6754,842
1197,1300
17457,1500
11290,2900
12140,923
3069,1200
6366,3100
9729,3600
10224,1100
4032,696
10024,3600
1373,1300
13887,8000
5070,2100
9499,6600
6315,945
4229,20600
15202,903
8993,939
9907,1500
9673,49500
4655,1200
18154,1000
17095,1100
363,1700
6940,580
16991,1400
4600,1600
12938,11500
13707,1200
1865,3300
7592,2000
15238,1200
16418,2900
5572,692
4705,53500
12882,11900
7334,8200
18385,1500
14600,1600
11443,719
5262,2600
19790,802
3728,804
81,2500
6448,716
5907,8700
4428,14200
19778,2100
11550,4500
17133,1600
11763,3200
9619,919
12068,1800
16199,1100
3833,1300
267,1700
14715,750
8126,3000
16841,1700
14806,6200
2185,4900
17402,3100
11366,1100
17264,54600
9,1700
18705,1300
10431,778
7842,627
9956,957
46,1200
2518,1500
8914,589
1366,1300
10880,1400
17707,1200
512,2200
14984,1300
18791,1300
12283,2100
14157,23900
13774,5100
12842,6500
2324,1000
16417,2400
15460,962
3107,1300
6411,1100
12583,895
4586,1100
17283,650
10426,2000
9761,840
4028,1100
3913,1300
16999,1200
17431,1100
16570,724
11627,691
17121,2300
2333,771
12379,4100
15431,1100
18838,1500
14031,2400
15710,1400
12774,1700
10454,636
18691,2600
8942,1300
11128,697
13486,3500
5023,2000
11520,5700
11207,2300
3610,1300
9130,11800
11683,817
18680,2000
858,3300
9166,1000
748,15300
18703,1000
2120,1400
3689,12000
3904,1400
14137,8600
73,1000
15842,21500
11033,1200
916,2200
10903,913
18177,1700
8905,809
19166,2800
11185,732
19346,3100
1787,80400
10639,128
11571,4100
14504,893
8245,806
6372,3100
13866,1300
1090,4300
12550,1100
3166,1000
16734,5800
4062,1000
16876,4500
17297,8500
4515,2300
1350,2600
14186,979
13193,16700
13484,979
1353,642
3215,2200
5580,2800
15427,2000
5579,991
6500,1400
17013,811
4761,3300
14761,910
17691,1000
2944,12800
18076,1000
14967,971
7289,2100
5845,1400
18359,868
13431,609
9410,940
10253,2700
18598,2100
1518,1200
14350,3400
451,10300
3172,5400
10299,540
9946,1200
12758,1500
1443,1500
3511,3700
8946,1300
13699,923
12619,2800
5379,462
12732,1900
10280,16200
3959,21700
5233,834
7322,1200
6034,2500
9561,1100
14455,1500
9652,2000
9147,6000
14089,501
3052,1400
12040,1200
8448,16200
16077,2800
13497,1000
8635,3100
14736,2800
7549,1500
8131,1500
4016,6800
2679,880
3603,615
2938,1000
5528,4800
3458,953
9517,761
8014,1000
9579,6900
2150,2600
4532,1100
14938,861
18916,630
5020,2600
5740,889
2212,24700
3661,5200
17127,6700
4411,9700
6517,864
12034,4600
10682,1100
1067,731
17624,1500
3369,852
2471,991
17631,975
2875,654
18679,2900
9993,1400
2629,9100
12729,1300
13579,3000
2032,1100
833,2300
1558,721
9607,1200
19267,2200
6909,434
1327,2100
71,1800
12558,196700
8653,3500
11662,1100
5216,2400
16114,2400
16350,753
13154,983
19664,13700
17607,745
8736,1100
10711,1500
6339,22200
2876,841
10141,2600
16701,2000
14522,1500
12795,1800
16638,3500
1875,1400
7292,1900
9923,1200
1136,5400
1192,2100
3370,820
17986,1700
9776,613
4803,1400
11519,3800
16064,1400
7854,820
16922,1200
14141,1000
1684,2700
19121,6600
4381,789
15671,2600
450,940
6368,2200
5001,670
7960,938
381,621
11989,1400
18377,1400
9335,3100
8780,3200
19730,1200
8136,607
4082,2300
7055,1400
8755,1400
3310,3800
2302,1000
4393,11400
15040,3000
15835,4200
13787,1100
16636,694
596,749
2475,1100
12483,737
12466,1300
14279,1000
5447,1500
5143,943
12848,9200
10644,4200
16696,953
5513,2000
15251,1100
12010,689
1506,2000
7626,1900
7103,531
8421,2900
2455,903
12540,2700
16088,16500
16994,1000
6055,1200
10884,1300
7224,2600
724,4600
8933,1300
19384,2700
19503,693
19801,1900
2553,658
275,870
10502,1000
2937,4900
2327,657
7631,687
10013,907
19076,2000
6019,2800
5686,776
17714,1900
19770,1900
3612,705
5947,6100
13095,901
6607,1500
5909,3900
14075,4100
13795,1300
11756,1700
2492,20100
7258,3700
10220,9100
6721,436
12245,2100
6728,1600
16216,1900
13069,872
6039,1000
2510,11100
15888,951
252,1400
10443,912
10872,980
11294,3800
10498,3800
19139,3100
16539,674
6328,1100
17105,1400
17078,767
12850,842
19207,1500
6823,438
18664,696
1450,2300
19759,5800
14438,1000
13470,440
8232,743
17458,2100
14906,20500
7671,23200
9176,15700
10898,885
15624,786
19265,708
16460,10300
10479,9100
19560,2400
9666,10300
8732,2200
13411,2500
3808,1200
14753,526
19088,2800
13303,1300
19020,2600
12801,2300
14328,238
19688,880
12500,851
2569,1300
4046,880
6849,1400
6801,1600
4293,3700
12608,936
7890,1300
18548,2000
11664,799
19420,1700
7900,717
18427,1200
6888,1200
3662,5900
9070,25200
8252,4200
16233,1400
17433,4000
18111,1800
15291,2100
9926,1100
1463,1700
18644,1000
2872,964
9248,1200
1802,1500
2050,2100
18762,5400
2960,824
10844,544
5085,667
6463,614
414,1700
6135,1200
13346,10000
9510,2900
8645,16600
13314,1100
8791,1400
3541,2900
12679,900
19214,602
10442,1700
10607,973
1857,2300
16792,28300
2936,4200
829,1800
1105,1000
15102,1200
5562,2200
19179,1000
14735,2300
2155,1400
19635,3400
6892,1200
26,2000
2239,1400
2633,1000
18027,3000
1984,583
3611,1900
6546,969
12190,2700
14661,892
15417,678
2384,6000
1540,1500
8779,1800
3805,1900
15227,794
19127,925
2382,2700
2047,829
9786,5000
8293,454
6021,30500
